slug,title,author,isbn,price,inventory,genre,format,description,image_url
"talking-to-strangers-what-we-should-know-about-the-people-we-don-t-know-0316478520","Talking to Strangers: What We Should Know about the People We Don't Know","Malcolm Gladwell","0316478520","11.89","50","Self-Help","Paperback","Talking to Strangers: What We Should Know about the People We Don't Know is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31BrvZrkaqL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"killing-crazy-horse-the-merciless-indian-wars-in-america-bill-o-reilly-s-killing-series-1250773652","Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series)","Bill O'Reilly","1250773652","27.98","50","Biographies & Memoirs","Hardcover","Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series) is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/516OjGE3AWL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-book-of-longings-a-novel-0143111396","The Book of Longings: A Novel","Sue Monk Kidd","0143111396","11.50","50","Genre Fiction","Hardcover","The Book of Longings: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51-lWLVRbxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-lost-symbol-robert-langdon-0307950689","The Lost Symbol (Robert Langdon)","Dan Brown","0307950689","10.99","50","Action & Adventure","Hardcover","The Lost Symbol (Robert Langdon) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/411XzQ6SneL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"your-baby-s-first-word-will-be-dada-125007181x","Your Baby's First Word Will Be DADA","Jimmy Fallon","125007181X","5.00","50","Early Learning","Hardcover","Your Baby's First Word Will Be DADA is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51d86cWth0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"waiting-is-not-easy-an-elephant-and-piggie-book-elephant-and-piggie-book-an-9781423199571","Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)","Mo Willems","9781423199571","5.42","50","Growing Up & Facts of Life","Paperback","Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51R2iOhgUrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"bared-to-you-a-crossfire-novel-0425276767","Bared to You (A Crossfire Novel)","Sylvia Day","0425276767","14.99","50","Women's Fiction","Hardcover","Bared to You (A Crossfire Novel) is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51oS5DZoAJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"teach-your-child-to-read-in-100-easy-lessons-0671631985","Teach Your Child to Read in 100 Easy Lessons","Siegfried EngelmannPhyllis HaddoxElaine Bruner","0671631985","13.99","50","Education & Teaching","Spiral-bound","Teach Your Child to Read in 100 Easy Lessons is a highly reviewed Amazon bestselling education & teaching title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/510Eefr6cOL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"deacon-king-kong-a-novel-073521672x","Deacon King Kong: A Novel","James McBride","073521672X","12.59","50","United States","Paperback","Deacon King Kong: A Novel is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Qi4HmgwLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"flash-cards-sight-words-1338233580","Flash Cards: Sight Words","Scholastic Teacher Resources (Author), Scholastic","1338233580","2.88","50","Education & Teaching","Hardcover","Flash Cards: Sight Words is a highly reviewed Amazon bestselling education & teaching title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/418W+GxktAL._SY344_BO1,204,203,200_.jpg"
"corduroy-0140501738","Corduroy","Don Freeman","0140501738","7.99","50","Animals","Hardcover","Corduroy is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51sIORH4JqL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"100-flowers-an-adult-coloring-book-with-bouquets-wreaths-swirls-patterns-decorations-inspirational-designs-and-much-more-1661264107","100 Flowers: An Adult Coloring Book with Bouquets, Wreaths, Swirls, Patterns, Decorations, Inspirational Designs, and Much More!","Jade Summer","1661264107","9.99","50","Arts & Photography","Hardcover","100 Flowers: An Adult Coloring Book with Bouquets, Wreaths, Swirls, Patterns, Decorations, Inspirational Designs, and Much More! is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/5110cbFUT4L._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"one-good-deed-an-archer-novel-1538750589","One Good Deed (An Archer Novel)","David Baldacci","1538750589","9.81","50","Action & Adventure","Hardcover","One Good Deed (An Archer Novel) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51hOju-pFAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"who-moved-my-cheese-0399144463","Who Moved My Cheese","Spencer Johnson","0399144463","8.89","50","Business & Money","Paperback","Who Moved My Cheese is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51re92xq-zL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"why-men-love-bitches-from-doormat-to-dreamgirl-a-woman-s-guide-to-holding-her-own-in-a-relationship-1580627560","Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship","Sherry Argov","1580627560","6.39","50","Self-Help","Kindle","Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Tb1i2xkRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"regretting-you-1542016428","Regretting You","Colleen Hoover","1542016428","10.99","50","Genre Fiction","Kindle","Regretting You is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51qFqP094-L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"harry-potter-and-the-sorcerer-s-stone-minalima-edition-harry-potter-book-1-illustrated-edition-1-1338596705","Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1)","Minalima","1338596705","18.56","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51P1Rfz5n3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-rainbow-fish-1558580093","The Rainbow Fish","Marcus PfisterJ Alison James","1558580093","13.99","50","Growing Up & Facts of Life","Paperback","The Rainbow Fish is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51ooKjIzgGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"rainbow-fish-board-book-the-1558585362","Rainbow Fish Board Book, The","Marcus Pfister","1558585362","5.94","50","Growing Up & Facts of Life","Hardcover","Rainbow Fish Board Book, The is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61tknzkYXJL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"killing-jesus-bill-o-reilly-s-killing-series-9780805098549","Killing Jesus (Bill O'Reilly's Killing Series)","Bill O'ReillyMartin Dugard","9780805098549","13.98","50","History","Paperback","Killing Jesus (Bill O'Reilly's Killing Series) is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41mAW64YCcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"killing-jesus-a-history-bill-o-reilly-s-killing-series-1250160510","Killing Jesus: A History (Bill O'Reilly's Killing Series)","Bill O'ReillyMartin Dugard","1250160510","9.99","50","History","Hardcover","Killing Jesus: A History (Bill O'Reilly's Killing Series) is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41U4G7tK2rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"it-s-not-easy-being-a-bunny-beginner-books-r-0394861027","It's Not Easy Being a Bunny (Beginner Books(R))","Marilyn Sadler","0394861027","6.94","50","Literature & Fiction","Paperback","It's Not Easy Being a Bunny (Beginner Books(R)) is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51al5c5C52L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"instant-pot-pressure-cooker-cookbook-500-everyday-recipes-for-beginners-and-advanced-users-try-easy-and-healthy-instant-pot-recipes-1727408403","Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.","Jennifer Smith","1727408403","5.24","50","Cookbooks, Food & Wine","Spiral-bound","Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes. is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51+5qudi8IS._SX258_BO1,204,203,200_.jpg"
"peril-1804229393","Peril","Bob Woodward","1804229393","19.59","50","Politics & Social Sciences","Hardcover","Peril is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41WvdjjS9PL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"homegoing-a-novel-1101947136","Homegoing: A novel","Yaa Gyasi","1101947136","18.49","50","United States","Paperback","Homegoing: A novel is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/518ikh-f+dL._SY344_BO1,204,203,200_.jpg"
"homegoing-1101971061","Homegoing","Yaa Gyasi","1101971061","13.53","50","United States","Hardcover","Homegoing is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41UY3xTBq3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"hideaway-a-novel-125020710x","Hideaway: A Novel","Nora Roberts","125020710X","14.53","50","Mystery, Thriller & Suspense","Paperback","Hideaway: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51qS5vTXIcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"codependent-no-more-how-to-stop-controlling-others-and-start-caring-for-yourself-0894864025","Codependent No More: How to Stop Controlling Others and Start Caring for Yourself","Melody Beattie","0894864025","12.99","50","Self-Help","Spiral-bound","Codependent No More: How to Stop Controlling Others and Start Caring for Yourself is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41VErOJr-KL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"piranesi-163557563x","Piranesi","Susanna Clarke","163557563X","16.89","50","Genre Fiction","Paperback","Piranesi is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/412kWXy8VIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"one-day-in-december-a-novel-0525574689","One Day in December: A Novel","Josie Silver","0525574689","12.58","50","Women's Fiction","Hardcover","One Day in December: A Novel is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41rT2gey0lL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"awesome-science-experiments-for-kids-100-fun-stem-steam-projects-and-why-they-work-awesome-steam-activities-for-kids-9781939754660","Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids)","Crystal Chatterton","9781939754660","6.44","50","Science, Nature & How It Works","Spiral-bound","Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids) is a highly reviewed Amazon bestselling science, nature & how it works title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51szc6lhnFL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"the-spy-and-the-traitor-the-greatest-espionage-story-of-the-cold-war-1101904216","The Spy and the Traitor: The Greatest Espionage Story of the Cold War","Ben Macintyre","1101904216","14.29","50","History","Hardcover","The Spy and the Traitor: The Greatest Espionage Story of the Cold War is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51bCiaJcnmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dragons-love-tacos-0803736800","Dragons Love Tacos","Adam RubinDaniel Salmieri","0803736800","8.95","50","Fairy Tales, Folk Tales & Myths","Paperback","Dragons Love Tacos is a highly reviewed Amazon bestselling fairy tales, folk tales & myths title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61NcGpkaWXL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"little-blue-truck-s-christmas-0544320417","Little Blue Truck's Christmas","Alice SchertleJill McElmurry","0544320417","10.56","50","Early Learning","Hardcover","Little Blue Truck's Christmas is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51E4soMkJSL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-plant-paradox-the-hidden-dangers-in-healthy-foods-that-cause-disease-and-weight-gain-the-plant-paradox-1-0062909711","The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)","Dr. Steven R Gundry MD","0062909711","26.55","50","Health, Fitness & Dieting","Hardcover","The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1) is a highly reviewed Amazon bestselling health, fitness & dieting title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41vHpaHqqqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
